Distance,Run1,Run2,Run3,Run4,Run5,Avg,PacketLoss1,PacketLoss2,PacketLoss3,PacketLoss4,PacketLoss5,Avg_PacketLoss
8,0.733000,0,0.566000,0.531000,0.297000,0.4254,0,100,0,0,0,20
